Identifiant;EXPO;ft_23_categ;ft_4_categ;ft_5_categ;ft_6_categ;ft_19_categ;ft_21_categ;ft_24_categ;age_batiment;superficief_petit;superficief_moyen;superficief_trés-grand;superficief_Géant;ft_18_categ_V;ft_18_categ_base;ft_18_categ_eff;ft_18_categ_effpi;ft_18_categ_pi
14251;0.37260274;0.0;1;0;1;2;3;0;25.0;0;0;0;1;0;1;0;0;0
14008;0.494535519;0.0;0;0;1;2;2;0;28.0;0;1;0;0;0;1;0;0;0
15839;1.0;0.0;0;1;0;2;4;3;45.0;0;0;1;0;0;1;0;0;0
3695;1.0;0.0;0;1;1;2;1;0;24.0;0;0;1;0;0;1;0;0;0
9426;0.325136612;0.0;1;1;0;2;3;7;42.0;0;0;0;1;0;0;0;0;1
2817;1.0;0.0;0;1;0;2;3;5;64.0;0;0;1;0;0;1;0;0;0
446;1.0;0.0;0;1;1;2;1;0;33.0;0;1;0;0;0;1;0;0;0
12126;1.0;0.0;1;1;0;2;2;3;34.0;0;0;0;1;0;1;0;0;0
3456;1.0;0.0;1;1;1;2;2;0;48.87981527371062;1;0;0;0;0;1;0;0;0
9842;1.0;0.0;0;1;1;2;2;0;52.0;0;0;1;0;0;1;0;0;0
7221;1.0;0.3;0;1;0;2;2;8;114.0;0;0;1;0;0;1;0;0;0
7614;1.0;0.0;0;0;1;2;2;0;32.0;1;0;0;0;0;1;0;0;0
17406;1.0;0.0;0;1;0;2;1;4;35.0;0;0;0;1;0;1;0;0;0
4863;1.0;0.0;0;0;1;2;2;0;56.0;0;0;1;0;0;1;0;0;0
18075;1.0;0.0;1;1;0;2;2;5;30.0;0;0;0;1;0;0;0;1;0
12702;1.0;0.0;0;0;1;2;1;0;26.0;0;0;0;1;0;1;0;0;0
9679;1.0;0.0;0;1;1;2;2;0;53.0;0;1;0;0;0;1;0;0;0
482;1.0;0.6;0;1;0;2;2;3;85.0;0;1;0;0;0;1;0;0;0
18964;1.0;0.0;1;1;0;1;1;3;6.0;0;0;1;0;0;1;0;0;0
2844;0.08493150699999999;0.3;0;1;0;2;2;5;18.0;0;0;1;0;0;0;0;0;1
11329;1.0;0.0;0;1;1;2;2;0;52.0;0;0;1;0;0;1;0;0;0
18936;1.0;0.6;0;1;0;2;2;6;10.0;0;0;0;1;0;1;0;0;0
3121;1.0;0.0;0;1;0;2;1;4;37.0;0;1;0;0;0;1;0;0;0
12771;1.0;0.0;0;1;0;2;3;4;14.0;0;0;1;0;0;1;0;0;0
6037;1.0;0.0;0;1;1;2;1;0;25.0;0;0;0;1;0;1;0;0;0
17073;1.0;0.6;1;1;0;1;2;2;46.0;0;1;0;0;0;1;0;0;0
16969;1.0;0.6;1;1;0;2;2;2;83.0;1;0;0;0;0;1;0;0;0
14739;1.0;0.6;0;1;0;2;1;7;42.0;0;0;0;1;0;0;0;0;1
508;1.0;0.0;0;1;1;2;2;0;56.0;0;1;0;0;0;1;0;0;0
8912;1.0;0.0;0;0;1;2;4;0;46.87981527371062;0;0;0;1;0;1;0;0;0
10800;1.0;0.0;0;1;0;2;2;5;35.0;0;0;0;1;0;1;0;0;0
17069;1.0;0.0;1;1;0;2;4;7;63.0;0;1;0;0;0;0;0;1;0
4183;1.0;0.0;0;1;1;2;3;0;54.0;0;0;1;0;0;1;0;0;0
17804;1.0;0.0;1;1;0;2;3;3;64.0;1;0;0;0;0;1;0;0;0
11713;0.99726776;0.0;0;0;1;2;2;0;50.87981527371062;1;0;0;0;0;1;0;0;0
14463;0.99726776;0.0;0;0;1;2;2;0;28.0;0;0;1;0;0;1;0;0;0
13922;0.0;0.0;0;0;1;2;2;0;25.0;0;0;1;0;0;1;0;0;0
8156;0.246575342;0.0;0;0;1;2;2;0;47.87981527371062;1;0;0;0;0;1;0;0;0
595;1.0;0.0;0;1;1;2;2;0;33.0;0;0;1;0;0;1;0;0;0
17294;1.0;0.0;0;1;0;2;1;3;13.0;0;1;0;0;0;0;0;0;1
7137;1.0;0.0;0;1;1;2;2;0;53.0;0;0;0;1;0;1;0;0;0
9792;1.0;0.0;0;1;0;1;2;4;114.0;0;1;0;0;0;0;0;0;1
9709;1.0;0.0;0;1;1;2;2;0;32.0;0;0;1;0;0;1;0;0;0
18312;0.836065574;0.0;1;1;0;2;4;5;58.0;0;0;0;1;0;0;0;1;0
6349;1.0;0.0;0;1;1;2;3;0;53.0;0;0;1;0;0;1;0;0;0
1855;0.99726776;0.3;0;1;0;2;2;3;46.0;0;0;1;0;0;1;0;0;0
10891;1.0;0.0;0;0;1;2;2;0;53.0;0;1;0;0;0;1;0;0;0
10174;0.99726776;0.0;0;1;0;2;1;5;56.0;1;0;0;0;0;1;0;0;0
8860;1.0;0.0;0;1;0;2;4;7;18.0;0;0;0;1;0;0;0;0;1
5419;1.0;0.0;0;1;1;2;3;0;48.87981527371062;0;0;0;1;0;1;0;0;0
8128;1.0;0.0;0;1;0;1;2;3;116.0;0;1;0;0;0;1;0;0;0
19085;0.9972602740000001;0.3;0;1;0;2;1;3;215.0;0;0;1;0;0;0;0;0;1
16448;1.0;0.0;0;1;0;2;2;3;58.0;1;0;0;0;0;0;0;0;1
5131;1.0;0.0;0;1;1;2;1;0;25.0;0;1;0;0;0;1;0;0;0
15727;0.901369863;0.0;1;1;0;2;3;5;64.0;0;0;0;1;0;0;0;1;0
13685;1.0;0.3;0;1;0;2;3;3;164.0;0;0;1;0;0;1;0;0;0
11747;1.0;0.0;1;0;1;2;2;0;52.0;0;1;0;0;0;1;0;0;0
11772;1.0;0.0;0;0;1;2;2;0;56.0;1;0;0;0;0;1;0;0;0
15208;1.0;0.3;0;1;0;1;3;4;162.0;0;1;0;0;0;0;0;0;1
7052;1.0;0.0;0;0;1;2;2;0;54.0;0;1;0;0;0;1;0;0;0
3006;1.0;0.0;1;1;0;2;4;8;85.0;0;0;0;1;0;0;0;1;0
12506;1.0;0.0;0;0;1;2;3;0;32.0;0;0;0;1;0;1;0;0;0
242;1.0;0.0;0;1;1;2;2;0;32.0;0;0;1;0;0;1;0;0;0
3092;1.0;0.6;0;1;0;2;2;4;162.0;1;0;0;0;0;1;0;0;0
435;1.0;0.0;0;1;1;2;2;0;52.0;0;1;0;0;0;1;0;0;0
3114;1.0;0.0;0;1;0;2;2;8;64.0;0;0;0;1;0;1;0;0;0
18805;0.333333333;0.6;0;1;0;1;1;4;63.0;0;1;0;0;0;1;0;0;0
7865;0.610958904;0.0;0;0;1;2;2;0;53.0;1;0;0;0;0;1;0;0;0
10982;1.0;0.0;0;0;1;2;4;0;52.0;1;0;0;0;0;1;0;0;0
8017;0.99726776;0.0;0;1;1;2;1;0;50.87981527371062;0;0;1;0;0;1;0;0;0
754;1.0;0.0;0;1;1;2;1;0;34.0;0;0;1;0;0;1;0;0;0
3634;1.0;0.0;1;1;1;2;3;0;50.87981527371062;0;1;0;0;0;1;0;0;0
9142;1.0;0.0;1;1;1;2;4;0;48.87981527371062;1;0;0;0;0;1;0;0;0
16247;1.0;0.0;1;1;0;2;3;4;43.0;1;0;0;0;0;0;0;1;0
6967;0.328767123;0.0;1;0;1;2;2;0;33.0;0;0;1;0;0;1;0;0;0
16701;1.0;0.0;0;1;0;2;2;3;82.0;1;0;0;0;0;1;0;0;0
5632;0.0;0.0;0;1;1;2;1;0;46.87981527371062;0;1;0;0;0;1;0;0;0
12430;1.0;0.0;1;1;0;2;2;3;116.0;0;1;0;0;0;1;0;0;0
7641;1.0;0.0;0;0;1;2;2;0;53.0;1;0;0;0;0;1;0;0;0
19951;0.25136612;0.0;0;1;0;2;1;4;156.0;0;1;0;0;0;0;0;0;1
6997;0.5808219179999999;0.0;1;0;1;2;3;0;34.0;1;0;0;0;0;1;0;0;0
10753;0.99726776;0.0;0;1;1;2;1;0;28.0;0;0;1;0;0;1;0;0;0
3502;1.0;0.0;0;1;1;2;2;0;46.87981527371062;0;1;0;0;0;1;0;0;0
16858;1.0;0.0;1;1;0;2;2;2;52.0;1;0;0;0;0;1;0;0;0
16392;1.0;0.0;1;1;0;1;2;4;3.0;0;1;0;0;0;1;0;0;0
5438;1.0;0.0;0;1;0;2;4;4;26.0;0;0;0;1;0;1;0;0;0
19213;1.0;0.6;0;1;0;2;4;4;114.0;1;0;0;0;0;1;0;0;0
12931;1.0;0.0;0;0;1;2;1;0;26.0;0;1;0;0;0;1;0;0;0
16366;0.49726776;0.3;0;1;0;1;2;3;58.0;0;1;0;0;0;1;0;0;0
17634;0.99726776;0.3;1;1;0;1;4;4;116.0;1;0;0;0;0;1;0;0;0
16237;1.0;0.0;0;1;0;2;4;4;15.0;0;0;0;1;0;1;0;0;0
3787;1.0;0.0;0;1;1;2;2;0;49.87981527371062;0;0;1;0;0;1;0;0;0
6452;0.99726776;0.0;0;0;1;2;1;0;36.0;0;0;0;1;0;1;0;0;0
4429;1.0;0.0;0;1;1;2;4;0;25.0;0;0;0;1;0;1;0;0;0
13948;1.0;0.3;1;1;0;2;2;3;44.0;0;1;0;0;0;1;0;0;0
7456;1.0;0.0;0;1;1;2;1;0;34.0;0;0;1;0;0;1;0;0;0
5305;1.0;0.0;0;0;1;2;2;0;46.87981527371062;0;0;1;0;0;1;0;0;0
15491;1.0;0.0;0;1;0;2;1;4;5.0;0;1;0;0;0;1;0;0;0
6799;1.0;0.0;0;1;1;2;2;0;52.0;0;0;0;1;0;1;0;0;0
5121;1.0;0.0;0;1;1;2;3;0;52.0;0;0;1;0;0;1;0;0;0
204;1.0;0.3;1;1;0;1;4;7;95.0;0;1;0;0;0;1;0;0;0
483;1.0;0.0;0;1;1;2;2;0;47.87981527371062;1;0;0;0;0;1;0;0;0
15599;1.0;0.3;0;1;0;2;3;3;44.0;1;0;0;0;0;1;0;0;0
1571;1.0;0.0;0;1;0;2;1;5;23.0;0;0;0;1;1;0;0;0;0
17319;1.0;0.3;1;1;0;1;2;3;43.0;1;0;0;0;0;1;0;0;0
10447;1.0;0.0;0;1;1;2;2;0;54.0;0;1;0;0;0;1;0;0;0
3571;1.0;0.0;0;1;0;2;2;6;43.0;0;0;0;1;0;0;0;1;0
15635;1.0;0.0;1;1;0;2;4;2;32.0;0;0;0;1;0;0;0;1;0
10827;1.0;0.0;0;0;1;2;2;0;53.0;1;0;0;0;0;1;0;0;0
1281;0.967213115;0.0;0;1;1;2;1;0;36.0;0;1;0;0;0;1;0;0;0
8429;1.0;0.0;0;0;1;2;1;0;50.87981527371062;1;0;0;0;0;1;0;0;0
9170;0.994535519;0.0;1;1;0;2;2;4;76.0;0;0;1;0;0;0;0;1;0
7590;1.0;0.0;0;1;1;2;2;0;32.0;0;1;0;0;0;1;0;0;0
9878;1.0;0.0;0;1;0;2;2;5;58.0;0;0;1;0;0;0;0;1;0
13306;1.0;0.0;0;0;1;2;4;0;52.0;1;0;0;0;0;1;0;0;0
4781;0.99726776;0.0;1;1;1;2;2;0;28.0;0;0;1;0;0;1;0;0;0
2612;1.0;0.0;0;1;1;2;2;0;52.0;1;0;0;0;0;1;0;0;0
13410;1.0;0.0;1;0;1;2;1;0;25.0;0;0;1;0;0;1;0;0;0
6896;1.0;0.0;1;1;0;1;4;4;63.0;0;1;0;0;0;1;0;0;0
17175;1.0;0.0;0;1;0;2;1;4;7.0;0;0;1;0;0;1;0;0;0
12937;1.0;0.0;1;0;1;2;4;0;54.0;0;0;1;0;0;1;0;0;0
16691;1.0;0.3;0;1;0;1;3;4;43.0;0;1;0;0;0;1;0;0;0
14266;1.0;0.0;0;0;1;2;2;0;27.0;0;0;0;1;0;1;0;0;0
2151;1.0;0.0;0;1;1;2;2;0;34.0;0;0;1;0;0;1;0;0;0
8807;1.0;0.0;0;1;1;2;2;0;48.87981527371062;1;0;0;0;0;1;0;0;0
15793;1.0;0.3;0;1;0;2;1;6;43.0;0;0;0;1;0;0;0;0;1
13104;0.99726776;0.0;0;1;0;2;1;10;56.0;0;0;0;1;0;1;0;0;0
12282;1.0;0.0;0;0;1;2;2;0;55.0;0;1;0;0;0;1;0;0;0
8039;1.0;0.0;0;1;0;2;3;4;65.0;0;1;0;0;0;1;0;0;0
14380;1.0;0.0;0;0;1;2;2;0;54.0;0;0;1;0;0;1;0;0;0
2721;1.0;0.0;0;1;1;2;2;0;36.0;0;0;1;0;0;1;0;0;0
2272;0.221917808;0.0;1;1;1;2;2;0;54.0;1;0;0;0;0;1;0;0;0
18722;1.0;0.0;0;1;0;2;2;6;1.0;0;0;0;1;0;1;0;0;0
15320;1.0;0.6;0;1;0;2;1;3;14.0;0;0;1;0;0;1;0;0;0
14238;1.0;0.0;1;1;0;2;2;6;7.0;0;0;0;1;0;0;0;1;0
8390;1.0;0.0;0;1;1;2;1;0;52.0;0;1;0;0;0;1;0;0;0
11136;1.0;0.0;0;1;1;2;2;0;33.0;0;0;1;0;0;1;0;0;0
8913;0.534246575;0.0;0;0;1;2;4;0;49.87981527371062;0;0;1;0;0;1;0;0;0
17710;1.0;0.0;1;1;0;2;3;7;94.0;0;0;1;0;0;1;0;0;0
12527;1.0;0.0;0;1;0;2;2;4;65.0;0;0;1;0;0;0;0;0;1
18211;0.915300546;0.3;0;1;0;2;2;3;112.0;1;0;0;0;0;1;0;0;0
7343;1.0;0.0;1;0;1;2;2;0;46.87981527371062;1;0;0;0;0;1;0;0;0
10931;1.0;0.0;0;0;1;2;2;0;54.0;1;0;0;0;0;1;0;0;0
4688;1.0;0.0;1;0;1;2;2;0;47.87981527371062;1;0;0;0;0;1;0;0;0
7359;1.0;0.0;1;1;1;2;2;0;35.0;0;0;1;0;0;1;0;0;0
11007;1.0;0.0;1;0;1;2;3;0;34.0;0;1;0;0;0;1;0;0;0
11110;1.0;0.0;0;0;1;2;2;0;56.0;1;0;0;0;0;1;0;0;0
14742;0.99726776;0.0;0;0;1;2;2;0;56.0;1;0;0;0;0;1;0;0;0
19208;0.0;0.0;0;1;0;2;3;3;85.0;1;0;0;0;0;1;0;0;0
6783;1.0;0.0;1;1;0;2;2;4;77.0;1;0;0;0;0;1;0;0;0
16036;1.0;0.0;1;1;0;2;4;5;52.0;0;1;0;0;0;0;0;0;1
15777;1.0;0.0;0;1;0;2;1;4;93.0;0;1;0;0;0;1;0;0;0
8567;1.0;0.0;0;0;1;2;4;0;46.87981527371062;0;0;1;0;0;1;0;0;0
6606;1.0;0.0;0;0;1;2;2;0;34.0;0;0;1;0;0;1;0;0;0
4157;1.0;0.0;0;1;1;2;1;0;56.0;0;1;0;0;0;1;0;0;0
7250;1.0;0.0;0;1;0;2;2;4;26.0;0;0;1;0;0;0;0;0;1
9366;1.0;0.0;1;0;1;2;3;0;49.87981527371062;1;0;0;0;0;1;0;0;0
5888;0.99726776;0.0;0;1;1;2;1;0;36.0;0;0;1;0;0;1;0;0;0
9520;1.0;0.0;0;1;1;2;1;0;47.87981527371062;1;0;0;0;0;1;0;0;0
1530;1.0;0.3;0;1;0;2;2;5;53.0;0;0;0;1;0;1;0;0;0
6581;1.0;0.0;0;1;0;2;1;5;36.0;0;0;0;1;0;1;0;0;0
19558;0.99726776;0.0;0;1;0;2;1;3;3.0;0;0;0;1;1;0;0;0;0
1052;1.0;0.0;0;1;1;2;2;0;52.0;1;0;0;0;0;1;0;0;0
4949;0.29041095899999997;0.0;1;1;1;2;4;0;49.87981527371062;0;0;0;1;0;1;0;0;0
9592;1.0;0.6;0;1;0;2;2;4;25.0;0;1;0;0;0;1;0;0;0
12118;0.0;0.0;1;0;1;2;3;0;53.0;0;0;1;0;0;1;0;0;0
4028;1.0;0.0;0;1;1;2;2;0;34.0;0;1;0;0;0;1;0;0;0
2415;1.0;0.0;0;1;0;1;2;3;67.0;0;0;0;1;0;1;0;0;0
8557;1.0;0.0;0;0;1;2;4;0;49.87981527371062;0;0;0;1;0;1;0;0;0
4572;1.0;0.0;0;1;1;2;2;0;55.0;0;1;0;0;0;1;0;0;0
10946;1.0;0.0;1;0;1;2;3;0;55.0;1;0;0;0;0;1;0;0;0
2128;0.99726776;0.0;0;1;1;2;1;0;56.0;0;1;0;0;0;1;0;0;0
5278;0.0;0.0;0;0;1;2;2;0;53.0;1;0;0;0;0;1;0;0;0
6382;1.0;0.0;0;1;1;2;2;0;55.0;1;0;0;0;0;1;0;0;0
17928;1.0;0.0;1;1;0;2;3;5;2.0;0;0;0;1;0;0;0;0;1
9948;1.0;0.0;0;1;0;1;4;3;63.0;1;0;0;0;0;0;1;0;0
2390;1.0;0.0;0;1;1;2;2;0;52.0;1;0;0;0;0;1;0;0;0
2123;1.0;0.0;0;1;1;2;1;0;33.0;1;0;0;0;0;1;0;0;0
6067;1.0;0.0;0;1;1;2;3;0;54.0;0;0;1;0;0;1;0;0;0
14660;0.99726776;0.0;0;0;1;2;2;0;56.0;0;0;0;1;0;1;0;0;0
6698;0.99726776;0.0;0;0;1;2;1;0;36.0;0;0;1;0;0;1;0;0;0
11869;0.0;0.0;1;0;1;2;4;0;33.0;0;0;1;0;0;1;0;0;0
15667;1.0;0.3;1;1;0;2;2;5;67.0;0;0;1;0;0;1;0;0;0
18076;0.99726776;0.0;0;1;0;2;4;6;86.0;0;1;0;0;0;0;0;1;0
10615;0.99726776;0.0;0;1;1;2;2;0;56.0;0;0;0;1;0;1;0;0;0
15212;1.0;0.3;0;1;0;2;3;3;26.0;0;0;0;1;0;0;0;1;0
9049;1.0;0.0;0;1;1;2;2;0;49.87981527371062;1;0;0;0;0;1;0;0;0
4236;0.99726776;0.0;0;1;1;2;1;0;28.0;1;0;0;0;0;1;0;0;0
5781;1.0;0.0;1;1;0;2;4;3;3.0;0;1;0;0;0;0;0;0;1
8862;0.99726776;0.0;0;1;0;2;4;6;106.0;0;1;0;0;0;0;0;0;1
17920;1.0;0.0;0;1;0;2;2;4;11.0;0;0;1;0;0;0;0;0;1
18318;1.0;0.0;1;1;0;2;4;5;118.0;0;0;1;0;0;1;0;0;0
9647;1.0;0.0;0;1;1;2;2;0;52.0;1;0;0;0;0;1;0;0;0
14558;1.0;0.0;0;0;1;2;2;0;32.0;1;0;0;0;0;1;0;0;0
11158;1.0;0.0;0;0;1;2;2;0;56.0;0;1;0;0;0;1;0;0;0
1912;0.449315068;0.0;0;1;0;1;2;2;27.0;1;0;0;0;0;0;0;0;1
13969;0.49589041100000003;0.0;1;0;1;2;3;0;54.0;0;0;1;0;0;1;0;0;0
3294;1.0;0.0;0;1;1;2;4;0;52.0;0;0;0;1;0;1;0;0;0
11776;1.0;0.0;0;1;0;2;2;3;43.0;0;1;0;0;0;0;0;1;0
18394;1.0;0.0;1;1;0;2;3;8;10.0;0;0;0;1;0;0;0;1;0
5486;1.0;0.0;0;1;1;2;1;0;32.0;0;1;0;0;0;1;0;0;0
14131;1.0;0.0;0;0;1;2;2;0;34.0;0;1;0;0;0;1;0;0;0
19804;0.08493150699999999;0.0;0;1;0;2;2;4;23.0;0;1;0;0;0;1;0;0;0
6116;0.99726776;0.0;0;1;0;2;2;4;76.0;1;0;0;0;0;0;0;0;1
1528;1.0;0.0;1;0;1;2;2;0;54.0;0;0;1;0;0;1;0;0;0
11742;0.833333333;0.0;0;0;1;2;1;0;52.0;1;0;0;0;0;1;0;0;0
16136;1.0;0.0;1;1;0;2;3;4;48.0;0;0;1;0;0;0;0;0;1
4106;0.99726776;0.0;1;1;0;2;4;6;96.0;0;1;0;0;0;0;0;0;1
6276;1.0;0.0;0;0;1;2;1;0;33.0;0;0;1;0;0;1;0;0;0
10029;0.99726776;0.0;0;1;1;2;2;0;56.0;0;0;1;0;0;1;0;0;0
17563;1.0;0.3;0;1;0;2;2;5;114.0;0;1;0;0;0;1;0;0;0
4626;0.99726776;0.0;0;1;1;2;1;0;56.0;0;1;0;0;0;1;0;0;0
6224;1.0;0.0;0;0;1;2;2;0;55.0;0;1;0;0;0;1;0;0;0
14651;0.747945205;0.0;0;0;1;2;1;0;34.0;0;0;1;0;0;1;0;0;0
17039;1.0;0.0;0;1;0;2;1;3;50.0;0;0;1;0;0;1;0;0;0
14669;1.0;0.0;0;0;1;2;1;0;33.0;0;1;0;0;0;1;0;0;0
4110;1.0;0.0;0;1;1;2;1;0;52.0;0;1;0;0;0;1;0;0;0
3584;1.0;0.0;0;0;1;2;1;0;32.0;0;0;1;0;0;1;0;0;0
3335;1.0;0.0;0;1;1;2;2;0;24.0;0;0;0;1;0;1;0;0;0
3718;1.0;0.0;0;1;1;2;2;0;55.0;0;1;0;0;0;1;0;0;0
10788;1.0;0.0;1;1;0;2;3;7;57.0;0;0;1;0;0;0;0;1;0
16648;0.99726776;0.0;0;1;0;2;2;7;56.0;0;0;0;1;0;1;0;0;0
8537;1.0;0.0;0;0;1;2;4;0;48.87981527371062;0;0;0;1;0;1;0;0;0
5974;0.527322404;0.0;1;1;1;2;2;0;32.0;1;0;0;0;0;1;0;0;0
6961;1.0;0.0;1;0;1;2;2;0;25.0;0;0;0;1;0;1;0;0;0
3123;1.0;0.0;0;0;1;2;2;0;55.0;0;0;1;0;0;1;0;0;0
11029;1.0;0.0;0;0;1;2;2;0;53.0;0;1;0;0;0;1;0;0;0
19805;0.104109589;0.6;0;1;0;2;3;6;35.0;0;1;0;0;0;1;0;0;0
294;0.0;0.0;1;1;1;2;2;0;46.87981527371062;0;1;0;0;0;1;0;0;0
9434;1.0;0.0;1;0;1;2;4;0;46.87981527371062;1;0;0;0;0;1;0;0;0
9574;1.0;0.0;0;1;1;2;2;0;53.0;0;1;0;0;0;1;0;0;0
13524;1.0;0.0;0;0;1;2;1;0;25.0;0;1;0;0;0;1;0;0;0
12004;1.0;0.6;0;1;0;2;3;10;44.0;0;0;0;1;0;1;0;0;0
11172;1.0;0.0;0;0;1;2;1;0;32.0;0;1;0;0;0;1;0;0;0
18579;1.0;0.6;1;1;0;1;1;3;7.0;0;0;1;0;0;1;0;0;0
15835;1.0;0.0;0;1;0;2;2;6;54.0;0;1;0;0;0;1;0;0;0
19458;0.7452054790000001;0.6;0;1;0;2;2;3;1.0;0;0;1;0;0;1;0;0;0
677;1.0;0.0;1;1;1;2;4;0;46.87981527371062;0;1;0;0;0;1;0;0;0
10379;0.24863388;0.0;0;1;1;2;2;0;50.87981527371062;0;0;1;0;0;1;0;0;0
11314;1.0;0.0;0;1;0;2;2;5;53.0;0;0;0;1;0;0;0;0;1
18217;1.0;0.0;0;1;0;2;4;7;2.0;0;0;0;1;0;1;0;0;0
6701;0.99726776;0.0;0;1;0;2;4;7;66.0;0;0;0;1;0;1;0;0;0
14832;0.99726776;0.0;0;0;1;2;2;0;28.0;0;0;1;0;0;1;0;0;0
15437;1.0;0.0;1;1;0;2;4;7;11.0;0;0;1;0;0;0;0;1;0
562;1.0;0.0;1;1;1;2;3;0;46.87981527371062;1;0;0;0;0;1;0;0;0
4218;1.0;0.0;1;0;1;2;3;0;48.87981527371062;0;1;0;0;0;1;0;0;0
5521;1.0;0.3;0;1;0;2;2;5;27.0;0;0;1;0;0;1;0;0;0
3282;1.0;0.0;0;1;1;2;2;0;54.0;0;1;0;0;0;1;0;0;0
15763;0.49589041100000003;0.3;0;1;0;1;1;3;113.0;1;0;0;0;0;1;0;0;0
19769;0.99726776;0.0;0;1;0;2;2;3;46.0;0;1;0;0;0;0;0;1;0
1546;1.0;0.0;1;0;1;2;1;0;32.0;0;0;1;0;0;1;0;0;0
5188;0.7972602740000001;0.0;0;1;1;2;4;0;26.0;0;0;0;1;0;1;0;0;0
7249;1.0;0.0;0;1;0;2;2;4;24.0;0;0;1;0;0;0;0;0;1
4373;1.0;0.0;0;0;1;2;1;0;33.0;0;0;0;1;0;1;0;0;0
15540;1.0;0.0;1;1;0;2;3;5;4.0;0;0;0;1;0;0;0;1;0
11287;0.49589041100000003;0.0;0;0;1;2;2;0;25.0;0;0;1;0;0;1;0;0;0
15787;1.0;0.0;0;1;0;2;2;3;5.0;0;0;1;0;0;1;0;0;0
11787;0.9150684929999999;0.0;0;0;1;2;2;0;54.0;0;1;0;0;0;1;0;0;0
14081;1.0;0.0;0;0;1;2;4;0;52.0;1;0;0;0;0;1;0;0;0
10474;1.0;0.0;0;1;1;2;2;0;32.0;0;0;0;1;0;1;0;0;0
377;0.99726776;0.0;0;0;1;2;1;0;56.0;0;0;1;0;0;1;0;0;0
8593;0.49589041100000003;0.0;0;0;1;2;4;0;49.87981527371062;0;0;0;1;0;1;0;0;0
9510;1.0;0.0;0;1;1;2;2;0;52.0;0;0;0;1;0;1;0;0;0
2769;1.0;0.3;0;1;0;2;2;5;54.0;0;1;0;0;0;1;0;0;0
76;0.575342466;0.0;1;1;1;2;4;0;33.0;0;0;0;1;0;1;0;0;0
6080;0.8712328770000001;0.0;0;0;1;2;2;0;33.0;0;0;1;0;0;1;0;0;0
18787;0.99726776;0.0;1;1;0;2;2;6;38.0;0;0;1;0;0;0;0;0;1
293;0.167123288;0.0;0;1;1;2;2;0;34.0;0;0;0;1;0;1;0;0;0
9104;1.0;0.0;1;0;1;2;3;0;46.87981527371062;0;0;1;0;0;1;0;0;0
4953;0.31147541;0.0;1;1;1;2;4;0;46.87981527371062;0;0;1;0;0;1;0;0;0
16808;1.0;0.0;1;1;0;2;3;6;53.0;0;0;0;1;0;1;0;0;0
3907;1.0;0.0;0;0;1;2;1;0;54.0;0;1;0;0;0;1;0;0;0
2861;0.9972602740000001;0.0;1;1;0;2;4;4;95.0;0;1;0;0;0;0;0;1;0
12456;1.0;0.0;0;0;1;2;2;0;32.0;0;1;0;0;0;1;0;0;0
15932;1.0;0.3;1;1;0;2;2;3;25.0;0;1;0;0;0;0;0;1;0
8761;0.983561644;0.0;0;0;1;2;4;0;49.87981527371062;0;1;0;0;0;1;0;0;0
3936;1.0;0.0;0;1;1;2;2;0;53.0;0;1;0;0;0;1;0;0;0
1257;0.99726776;0.0;0;1;1;2;3;0;50.87981527371062;0;1;0;0;0;1;0;0;0
10769;1.0;0.0;1;0;1;2;3;0;53.0;1;0;0;0;0;1;0;0;0
2802;1.0;0.0;0;1;1;2;2;0;33.0;0;0;0;1;0;1;0;0;0
14636;1.0;0.0;1;0;1;1;3;0;53.0;1;0;0;0;0;1;0;0;0
15120;1.0;0.0;0;0;1;2;2;0;26.0;0;1;0;0;0;1;0;0;0
7376;1.0;0.0;0;0;1;2;2;0;56.0;0;1;0;0;0;1;0;0;0
13461;1.0;0.0;1;0;1;2;3;0;55.0;1;0;0;0;0;1;0;0;0
451;1.0;0.0;0;1;1;2;1;0;25.0;0;0;1;0;0;1;0;0;0
7216;1.0;0.0;1;1;0;2;2;6;32.0;0;0;0;1;0;1;0;0;0
5950;0.16986301399999998;0.0;0;1;1;2;1;0;34.0;0;0;1;0;0;1;0;0;0
4099;1.0;0.0;0;1;1;2;1;0;33.0;0;0;0;1;0;1;0;0;0
5372;1.0;0.0;0;1;1;2;1;0;52.0;0;0;0;1;0;1;0;0;0
15956;1.0;0.0;0;1;0;2;1;3;2.0;0;1;0;0;0;1;0;0;0
19873;0.99726776;0.0;1;1;0;2;2;2;59.0;0;1;0;0;0;0;1;0;0
5080;1.0;0.0;0;0;1;2;2;0;52.0;0;1;0;0;0;1;0;0;0
18397;1.0;0.0;0;1;0;2;2;4;7.0;0;0;0;1;0;1;0;0;0
14144;1.0;0.6;0;1;0;2;1;5;59.0;0;1;0;0;0;1;0;0;0
7196;1.0;0.0;0;0;1;2;2;0;55.0;0;1;0;0;0;1;0;0;0
10237;1.0;0.6;0;1;0;1;1;4;65.0;0;0;1;0;0;0;0;0;1
11350;1.0;2.0;1;1;0;2;4;7;10.0;0;1;0;0;0;0;0;1;0
6309;1.0;0.0;0;0;1;2;1;0;56.0;0;1;0;0;0;1;0;0;0
17218;1.0;0.3;1;1;0;1;4;3;113.0;0;1;0;0;0;1;0;0;0
3689;0.15890411;0.0;0;1;1;2;2;0;48.87981527371062;0;0;0;1;0;1;0;0;0
