;Unnamed: 0.1;EXPO;ft_23_categ;Identifiant;ft_2_categ;ft_4_categ;ft_5_categ;ft_6_categ;ft_19_categ;ft_21_categ;ft_24_categ;ft_18_categ_V;ft_18_categ_base;ft_18_categ_eff;ft_18_categ_effpi;ft_18_categ_pi;ft_22_categ_c_Ancien;ft_22_categ_c_Reconstruction;ft_22_categ_c_Annees-70;ft_22_categ_c_Recent-80;ft_22_categ_c_Moderne-90;superficief_petit;superficief_moyen;superficief_trés-grand;superficief_Géant;Insee;Frequence;"Fréquence moyenne de sinistres
mouvement de terrain";"Fréquence moyenne de sinistres
sécheresse";"Fréquence moyenne de sinistres
séisme";Périls
1827;1827;0.99726776;0.0;9563;2016;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
1828;1828;1.0;0.6;15713;2013;0;1;0;2;3;4;0;0;0;0;1;1;0;0;0;0;1;0;0;0;93048;1;1.0;1.0;0.0;0.0
1829;1829;1.0;0.0;15435;2013;1;1;0;2;4;7;0;0;0;1;0;0;0;0;0;1;0;0;1;0;06088;2;1.0;1.0;0.0;0.0
1830;1830;1.0;0.3;16781;2014;1;1;0;2;2;2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;78217;2;0.0;1.0;0.0;0.0
1831;1831;1.0;0.0;1737;2012;1;1;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;94041;1;1.0;1.0;0.0;0.0
1832;1832;1.0;0.0;7408;2014;1;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;13055;5;0.0;1.0;0.0;0.0
1833;1833;1.0;0.0;7690;2013;0;1;0;2;2;7;0;0;0;0;1;0;0;0;0;1;0;0;0;1;13055;5;0.0;1.0;0.0;0.0
1834;1834;1.0;0.0;7298;2012;1;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;41018;1;1.0;1.0;0.0;0.0
1835;1835;1.0;0.0;9732;2014;0;1;0;2;2;3;0;1;0;0;0;0;0;0;1;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
1836;1836;1.0;0.3;12148;2012;0;1;0;2;1;2;0;1;0;0;0;0;0;0;0;1;0;1;0;0;21054;1;0.0;1.0;0.0;0.0
1837;1837;1.0;0.0;8488;2016;0;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;06029;10;1.0;1.0;0.0;0.0
1838;1838;1.0;0.0;18660;2016;0;1;0;2;1;4;0;1;0;0;0;0;0;0;0;1;0;0;1;0;10387;1;1.0;1.0;0.0;0.0
1839;1839;1.0;0.0;12062;2012;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
1840;1840;1.0;0.0;15438;2013;1;1;0;2;4;5;0;0;0;1;0;0;0;1;0;0;0;0;1;0;06088;2;1.0;1.0;0.0;0.0
1841;1841;1.0;0.0;16066;2012;0;1;0;2;2;3;0;1;0;0;0;0;0;0;0;1;0;0;0;1;83050;20;0.0;5.0;0.0;0.0
1842;1842;0.99726776;0.0;5018;2016;0;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;29232;10;1.0;0.0;0.0;0.0
1843;1843;1.0;0.0;4977;2012;0;1;0;2;1;3;0;1;0;0;0;0;0;0;1;0;0;1;0;0;01143;1;0.0;0.0;0.0;0.0
1844;1844;1.0;0.0;18480;2016;0;1;0;2;2;4;0;1;0;0;0;0;0;0;1;0;1;0;0;0;83069;5;0.0;1.0;0.0;0.0
1845;1845;1.0;0.3;6393;2013;0;1;0;1;1;4;0;1;0;0;0;1;0;0;0;0;0;0;1;0;63103;1;1.0;2.0;0.0;0.0
1846;1846;0.624657534;0.0;7964;2014;0;0;1;2;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;83048;5;0.0;0.0;0.0;0.0
1847;1847;1.0;0.0;14134;2013;0;0;1;2;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
1848;1848;1.0;0.3;819;2012;0;1;0;2;1;4;0;0;0;0;1;0;0;1;0;0;0;0;0;1;27229;5;1.0;1.0;0.0;0.0
1849;1849;0.99726776;0.0;9998;2016;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;13055;5;0.0;1.0;0.0;0.0
1850;1850;0.99726776;0.0;3652;2016;0;1;0;1;2;8;0;0;0;0;1;0;1;0;0;0;0;0;0;1;13055;5;0.0;1.0;0.0;0.0
1851;1851;0.99726776;0.0;15018;2016;0;0;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;63070;1;1.0;5.0;0.0;0.0
1852;1852;0.794520548;0.6;19484;2014;0;1;0;2;2;5;0;1;0;0;0;1;0;0;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
1853;1853;1.0;0.0;7169;2012;1;0;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;13001;1;0.0;1.0;0.0;0.0
1854;1854;1.0;0.0;4175;2013;1;0;1;2;2;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;95555;1;0.0;1.0;0.0;0.0
1855;1855;0.580821918;0.0;4362;2013;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;86194;1;1.0;1.0;0.0;0.0
1856;1856;1.0;0.3;16699;2013;1;1;0;2;2;4;0;0;0;0;1;0;0;0;1;0;0;0;1;0;31022;1;0.0;0.0;0.0;0.0
1857;1857;0.709589041;0.0;5602;2014;0;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;61006;1;1.0;0.0;0.0;0.0
1858;1858;1.0;0.0;9556;2014;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
1859;1859;1.0;0.0;3974;2013;0;1;1;2;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;73317;0;0.0;0.0;0.0;0.0
1860;1860;1.0;0.0;18221;2013;0;1;0;2;2;7;0;0;0;0;1;0;0;0;0;1;0;0;0;1;42218;1;0.0;0.0;0.0;0.0
1861;1861;1.0;0.0;11235;2012;0;0;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;86066;1;1.0;1.0;0.0;0.0
1862;1862;0.759562842;0.0;18580;2012;0;1;0;2;1;4;0;0;0;0;1;1;0;0;0;0;1;0;0;0;91223;1;1.0;0.0;0.0;0.0
1863;1863;1.0;0.0;1078;2013;0;0;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;39097;0;0.0;0.0;0.0;0.0
1864;1864;1.0;0.0;18098;2014;0;1;0;2;1;5;0;0;0;0;1;0;0;0;0;1;0;0;1;0;42222;5;0.0;0.0;0.0;0.0
1865;1865;1.0;0.0;10579;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;26235;5;0.0;0.0;0.0;0.0
1866;1866;1.0;0.0;8246;2013;0;0;1;2;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;2B033;2;0.0;0.0;0.0;0.0
1867;1867;1.0;0.3;7443;2013;1;1;0;2;2;3;0;1;0;0;0;0;0;0;0;1;1;0;0;0;66136;5;0.0;0.0;1.0;0.0
1868;1868;0.704109589;0.0;10097;2013;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;13032;2;0.0;5.0;0.0;0.0
1869;1869;1.0;0.0;8885;2015;0;1;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;06083;2;2.0;0.0;1.0;0.0
1870;1870;1.0;0.0;15231;2013;1;1;0;2;3;5;0;0;0;0;1;0;1;0;0;0;0;0;1;0;94068;1;1.0;1.0;0.0;0.0
1871;1871;0.161643836;0.0;17028;2013;0;1;0;2;1;4;0;1;0;0;0;0;0;1;0;0;0;0;0;1;22050;1;1.0;0.0;0.0;0.0
1872;1872;1.0;0.3;1641;2015;0;1;0;2;2;5;0;1;0;0;0;0;0;1;0;0;0;0;1;0;62201;2;0.0;0.0;0.0;0.0
1873;1873;1.0;0.3;17672;2014;0;1;0;1;2;4;0;0;0;0;1;1;0;0;0;0;0;0;1;0;57427;2;0.0;0.0;0.0;0.0
1874;1874;0.456284153;0.0;9381;2012;1;0;1;2;3;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;94044;1;1.0;1.0;0.0;0.0
1875;1875;1.0;0.0;5557;2013;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;68278;2;1.0;0.0;0.0;0.0
1876;1876;0.523287671;0.0;14497;2013;1;0;1;2;2;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;66130;1;0.0;0.0;0.0;0.0
1877;1877;1.0;0.6;1908;2015;0;1;0;1;2;5;0;0;0;0;1;1;0;0;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
1878;1878;1.0;0.0;6950;2014;0;1;0;2;2;6;0;0;0;0;1;0;0;0;0;1;0;0;0;1;62193;1;1.0;0.0;0.0;0.0
1879;1879;0.469945355;0.0;18614;2016;0;1;0;2;1;4;0;0;0;0;1;0;0;0;0;1;0;0;0;1;91174;1;1.0;1.0;0.0;0.0
1880;1880;1.0;0.0;7225;2012;1;0;1;2;3;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;92009;1;1.0;0.0;0.0;0.0
1881;1881;1.0;0.0;6651;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;34023;5;0.0;1.0;0.0;0.0
1882;1882;1.0;0.0;16898;2015;1;1;0;2;1;5;1;0;0;0;0;0;0;0;0;1;0;0;0;1;73054;1;1.0;0.0;0.0;0.0
1883;1883;1.0;0.0;2062;2014;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;38229;5;0.0;1.0;0.0;0.0
1884;1884;1.0;0.0;15191;2013;1;1;0;2;3;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;92007;1;1.0;1.0;0.0;0.0
1885;1885;1.0;0.0;6737;2013;0;1;0;2;1;2;0;1;0;0;0;1;0;0;0;0;1;0;0;0;12145;1;0.0;1.0;0.0;0.0
1886;1886;1.0;0.0;3893;2013;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;39300;1;0.0;1.0;0.0;0.0
1887;1887;1.0;0.0;10027;2015;0;1;0;2;2;9;0;0;0;0;1;0;0;1;0;0;0;0;0;1;68297;0;0.0;0.0;0.0;0.0
1888;1888;0.99726776;0.0;12800;2016;0;0;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;74058;1;1.0;0.0;0.0;0.0
1889;1889;1.0;0.0;10053;2015;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;90010;1;1.0;0.0;0.0;0.0
1890;1890;0.994535519;0.3;15906;2016;0;1;0;2;1;5;0;1;0;0;0;0;0;0;0;1;0;0;0;1;45155;1;0.0;1.0;0.0;0.0
1891;1891;1.0;0.0;5817;2014;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;38253;0;0.0;0.0;0.0;0.0
1892;1892;1.0;0.0;4335;2015;0;1;0;2;2;4;0;1;0;0;0;1;0;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
1893;1893;0.865753425;0.0;5026;2013;1;1;1;2;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;33096;1;1.0;5.0;0.0;0.0
1894;1894;1.0;0.0;10094;2015;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;42187;1;0.0;0.0;0.0;0.0
1895;1895;1.0;0.0;2243;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;29019;1;1.0;0.0;0.0;0.0
1896;1896;1.0;0.0;17861;2013;0;1;0;2;1;3;0;1;0;0;0;0;0;0;0;1;0;0;1;0;42285;1;0.0;0.0;0.0;0.0
1897;1897;1.0;0.0;9802;2012;0;1;0;1;1;5;0;0;0;1;0;0;0;0;0;1;0;1;0;0;74056;5;0.0;0.0;1.0;0.0
1898;1898;1.0;0.0;6439;2012;0;1;0;2;4;6;0;1;0;0;0;1;0;0;0;0;0;0;0;1;06083;2;2.0;0.0;1.0;0.0
1899;1899;1.0;0.6;3069;2012;0;1;0;2;2;3;0;1;0;0;0;0;0;1;0;0;0;0;0;1;38416;1;0.0;0.0;0.0;0.0
1900;1900;1.0;0.0;11674;2016;1;1;0;2;3;5;0;0;0;1;0;1;0;0;0;0;0;1;0;0;92002;2;1.0;5.0;0.0;0.0
1901;1901;1.0;0.3;16009;2012;0;1;0;1;2;2;0;1;0;0;0;0;0;0;0;1;0;1;0;0;83081;5;0.0;1.0;0.0;0.0
1902;1902;0.098630137;0.0;18258;2014;1;1;0;2;3;5;0;1;0;0;0;0;1;0;0;0;0;1;0;0;92012;1;1.0;0.0;0.0;0.0
1903;1903;1.0;0.0;8295;2012;0;0;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;60159;5;1.0;0.0;0.0;0.0
1904;1904;0.161643836;0.0;1810;2013;1;1;1;2;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;55545;1;0.0;0.0;0.0;0.0
1905;1905;1.0;0.0;9579;2012;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
1906;1906;1.0;0.0;1354;2015;0;1;0;2;2;7;0;0;0;1;0;1;0;0;0;0;0;0;0;1;13055;5;0.0;1.0;0.0;0.0
1907;1907;0.495890411;0.0;5782;2013;0;1;1;2;3;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;92004;1;1.0;0.0;0.0;0.0
1908;1908;1.0;1.0;16624;2012;1;1;0;2;4;8;0;1;0;0;0;0;0;0;0;1;0;0;0;1;06012;1;1.0;0.0;0.0;0.0
1909;1909;1.0;0.0;5047;2014;1;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;75056;1;1.0;1.0;0.0;0.0
1910;1910;0.24863388;0.0;1904;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;34003;10;0.0;0.0;0.0;0.0
1911;1911;1.0;0.0;10293;2015;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;74258;1;0.0;0.0;0.0;0.0
1912;1912;1.0;0.0;3811;2015;0;1;0;2;2;5;0;0;0;0;1;0;1;0;0;0;1;0;0;0;83119;2;0.0;0.0;0.0;0.0
1913;1913;1.0;0.0;16789;2014;0;1;0;2;2;4;0;0;0;1;0;0;0;1;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
1914;1914;1.0;0.0;4817;2015;0;1;0;2;2;2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;64102;2;1.0;1.0;0.0;0.0
1915;1915;1.0;0.0;1139;2013;0;1;0;2;2;4;0;0;0;0;1;0;1;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
1916;1916;0.836065574;0.0;19885;2016;0;1;0;2;1;4;0;1;0;0;0;0;1;0;0;0;0;0;1;0;63075;1;0.0;1.0;0.0;0.0
1917;1917;1.0;0.0;9100;2012;1;0;1;2;3;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;59350;2;1.0;0.0;0.0;0.0
1918;1918;1.0;0.0;8364;2015;0;1;0;2;3;5;0;1;0;0;0;1;0;0;0;0;0;0;1;0;2A004;2;0.0;0.0;0.0;0.0
1919;1919;1.0;0.0;15221;2015;0;1;0;2;2;3;0;1;0;0;0;0;0;0;0;1;0;0;0;1;57463;1;1.0;1.0;0.0;0.0
1920;1920;1.0;0.0;9119;2013;0;1;0;2;3;4;0;0;0;0;1;0;1;0;0;0;0;1;0;0;59368;1;1.0;0.0;0.0;0.0
1921;1921;1.0;0.0;15492;2013;0;1;0;2;3;6;0;1;0;0;0;0;0;0;0;1;0;0;1;0;64445;1;0.0;0.0;0.0;0.0
1922;1922;1.0;0.0;8019;2012;0;0;1;2;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;35288;1;1.0;1.0;0.0;0.0
1923;1923;1.0;0.0;17016;2015;0;1;0;2;3;5;0;1;0;0;0;0;0;0;0;1;0;0;0;1;2A004;2;0.0;0.0;0.0;0.0
1924;1924;1.0;0.0;3053;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;38253;0;0.0;0.0;0.0;0.0
1925;1925;1.0;0.0;5818;2012;0;1;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;21278;1;0.0;1.0;0.0;0.0
1926;1926;1.0;0.0;6567;2014;0;1;0;2;1;7;0;1;0;0;0;1;0;0;0;0;0;0;0;1;61483;0;0.0;0.0;0.0;0.0
1927;1927;1.0;0.0;8883;2013;0;1;0;2;4;6;0;0;0;0;1;1;0;0;0;0;0;1;0;0;06083;2;2.0;0.0;1.0;0.0
1928;1928;0.665753425;0.0;6536;2013;0;0;1;2;4;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;06016;0;0.0;0.0;0.0;0.0
1929;1929;1.0;0.0;14878;2012;1;0;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;75056;1;1.0;1.0;0.0;0.0
1930;1930;1.0;0.0;16751;2013;0;1;0;2;2;5;0;0;0;0;1;0;0;0;1;0;0;0;1;0;62193;1;1.0;0.0;0.0;0.0
1931;1931;1.0;0.0;2206;2015;1;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;33063;1;1.0;1.0;0.0;0.0
1932;1932;1.0;0.0;7295;2013;0;1;1;2;4;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;06083;2;2.0;0.0;1.0;0.0
1933;1933;1.0;0.0;9375;2014;0;1;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;1;0;78688;1;1.0;20.0;0.0;0.0
1934;1934;1.0;1.0;6345;2015;0;1;0;2;2;5;0;1;0;0;0;0;0;0;0;1;0;1;0;0;62108;1;1.0;0.0;0.0;0.0
1935;1935;0.0;0.0;9255;2014;1;0;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;59295;5;1.0;1.0;0.0;0.0
1936;1936;1.0;0.0;6456;2012;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;13055;5;0.0;1.0;0.0;0.0
1937;1937;1.0;0.6;18411;2013;1;1;0;2;3;4;0;1;0;0;0;0;1;0;0;0;0;0;0;1;94016;2;1.0;1.0;0.0;0.0
1938;1938;0.953424658;0.0;2443;2015;0;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;12208;10;1.0;1.0;0.0;0.0
1939;1939;1.0;0.0;2600;2012;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;63113;1;1.0;1.0;0.0;0.0
1940;1940;0.890410959;0.6;19659;2015;0;1;0;2;2;2;0;1;0;0;0;0;0;0;1;0;1;0;0;0;30133;2;0.0;0.0;0.0;0.0
1941;1941;0.99726776;0.0;10777;2016;0;0;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;87085;1;1.0;0.0;0.0;0.0
1942;1942;1.0;0.0;11888;2012;1;0;1;2;3;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;94069;1;1.0;0.0;0.0;0.0
1943;1943;1.0;0.0;5065;2012;0;1;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;13086;1;0.0;5.0;0.0;0.0
1944;1944;1.0;0.3;16926;2012;0;1;0;1;4;2;0;1;0;0;0;1;0;0;0;0;1;0;0;0;06029;10;1.0;1.0;0.0;0.0
1945;1945;1.0;0.0;14009;2012;1;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;76351;2;1.0;0.0;0.0;0.0
1946;1946;1.0;0.0;889;2013;1;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;25056;1;1.0;1.0;0.0;0.0
1947;1947;0.983561644;0.6;19474;2015;0;1;0;1;2;4;0;1;0;0;0;1;0;0;0;0;1;0;0;0;38559;1;0.0;0.0;0.0;0.0
1948;1948;1.0;0.0;10059;2012;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;13055;5;0.0;1.0;0.0;0.0
1949;1949;1.0;0.6;10326;2012;0;1;0;1;2;3;0;0;0;0;1;0;0;0;0;1;0;0;1;0;68149;0;0.0;0.0;0.0;0.0
1950;1950;1.0;0.0;10760;2015;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;35093;1;1.0;0.0;0.0;0.0
1951;1951;1.0;0.0;8725;2012;0;1;0;2;4;3;0;0;0;0;1;0;1;0;0;0;1;0;0;0;06147;5;2.0;1.0;5.0;0.0
1952;1952;1.0;0.0;2046;2016;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;13055;5;0.0;1.0;0.0;0.0
1953;1953;0.495890411;0.6;18663;2014;0;1;0;2;2;5;0;1;0;0;0;0;1;0;0;0;0;0;1;0;42218;1;0.0;0.0;0.0;0.0
1954;1954;1.0;0.0;4149;2012;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;25197;2;0.0;0.0;0.0;0.0
1955;1955;1.0;0.0;17537;2014;1;1;0;2;3;5;0;0;0;1;0;0;0;0;0;1;0;0;1;0;94080;1;1.0;1.0;0.0;0.0
1956;1956;0.167123288;0.0;19724;2015;0;1;0;2;2;7;0;0;0;0;1;0;0;1;0;0;0;0;0;1;83062;2;0.0;2.0;0.0;0.0
1957;1957;1.0;0.0;3838;2013;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
1958;1958;0.99726776;0.0;5527;2016;1;1;0;2;2;3;1;0;0;0;0;0;0;0;0;1;0;0;0;1;83107;10;0.0;2.0;0.0;0.0
1959;1959;0.99726776;0.0;14552;2016;1;1;0;2;4;8;0;1;0;0;0;1;0;0;0;0;0;0;0;1;06012;1;1.0;0.0;0.0;0.0
1960;1960;1.0;0.0;3113;2016;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;13055;5;0.0;1.0;0.0;0.0
1961;1961;1.0;0.0;4697;2012;0;1;1;2;4;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;06157;2;1.0;1.0;0.0;0.0
1962;1962;1.0;0.0;12196;2013;1;0;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;75056;1;1.0;1.0;0.0;0.0
1963;1963;1.0;0.0;8174;2014;0;0;1;2;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;2B033;2;0.0;0.0;0.0;0.0
1964;1964;1.0;0.0;17808;2012;0;1;0;2;2;3;0;1;0;0;0;0;0;0;0;1;0;0;0;1;83115;10;0.0;0.0;0.0;0.0
1965;1965;1.0;0.0;6714;2014;1;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;51454;1;1.0;0.0;0.0;0.0
1966;1966;1.0;0.0;8884;2013;0;1;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;06083;2;2.0;0.0;1.0;0.0
1967;1967;1.0;0.0;6547;2012;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;95500;0;0.0;0.0;0.0;0.0
1968;1968;0.994535519;0.6;8370;2016;0;1;0;2;3;6;0;1;0;0;0;0;0;1;0;0;0;0;0;1;2A004;2;0.0;0.0;0.0;0.0
1969;1969;0.747945205;0.0;19035;2014;1;1;0;2;3;9;0;0;0;1;0;0;1;0;0;0;0;0;0;1;92004;1;1.0;0.0;0.0;0.0
1970;1970;1.0;0.0;276;2012;0;1;0;2;1;4;0;0;0;0;1;0;1;0;0;0;0;0;0;1;63113;1;1.0;1.0;0.0;0.0
1971;1971;0.99726776;0.0;17675;2016;1;1;0;2;3;7;0;0;0;1;0;1;0;0;0;0;0;0;0;1;94002;1;1.0;1.0;0.0;0.0
1972;1972;0.99726776;0.0;17414;2016;0;1;0;2;2;2;0;0;0;0;1;0;0;0;0;1;0;1;0;0;83009;1;0.0;1.0;0.0;0.0
1973;1973;1.0;0.0;13926;2012;1;0;1;2;4;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;75056;1;1.0;1.0;0.0;0.0
1974;1974;1.0;0.6;14699;2014;0;1;0;2;3;3;0;1;0;0;0;0;1;0;0;0;0;1;0;0;2A090;1;0.0;0.0;0.0;0.0
1975;1975;1.0;0.0;19025;2013;1;1;0;2;3;4;0;0;0;1;0;1;0;0;0;0;0;0;1;0;33063;1;1.0;1.0;0.0;0.0
1976;1976;1.0;0.6;15625;2013;0;1;0;2;4;3;0;1;0;0;0;0;1;0;0;0;1;0;0;0;06079;20;1.0;0.0;0.0;0.0
1977;1977;1.0;0.0;324;2013;0;1;0;2;2;4;0;0;0;0;1;1;0;0;0;0;0;1;0;0;63113;1;1.0;1.0;0.0;0.0
1978;1978;1.0;0.0;6486;2014;0;0;1;2;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;87085;1;1.0;0.0;0.0;0.0
1979;1979;1.0;0.0;3303;2015;0;1;0;1;2;6;0;0;0;0;1;1;0;0;0;0;1;0;0;0;14715;20;1.0;0.0;0.0;0.0
1980;1980;1.0;0.0;1664;2012;0;1;1;2;2;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;13055;5;0.0;1.0;0.0;0.0
1981;1981;0.99726776;0.0;19322;2016;0;1;0;2;3;3;0;0;0;0;1;1;0;0;0;0;1;0;0;0;64445;1;0.0;0.0;0.0;0.0
1982;1982;1.0;0.0;4491;2012;1;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;75056;1;1.0;1.0;0.0;0.0
1983;1983;1.0;0.0;6430;2012;1;0;1;2;4;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;75056;1;1.0;1.0;0.0;0.0
1984;1984;1.0;0.0;8733;2012;0;0;1;2;4;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;06088;2;1.0;1.0;0.0;0.0
1985;1985;1.0;0.0;9818;2014;0;1;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;63113;1;1.0;1.0;0.0;0.0
1986;1986;1.0;0.0;17919;2015;1;1;0;2;2;4;0;0;0;1;0;0;1;0;0;0;0;0;1;0;78383;1;0.0;5.0;0.0;0.0
1987;1987;1.0;0.0;14139;2012;0;0;1;2;2;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;64102;2;1.0;1.0;0.0;0.0
1988;1988;1.0;0.0;6503;2012;0;0;1;2;2;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;34301;1;0.0;0.0;0.0;0.0
1989;1989;0.747945205;0.3;17742;2014;0;1;0;1;2;4;0;1;0;0;0;1;0;0;0;0;1;0;0;0;31555;1;1.0;1.0;0.0;0.0
1990;1990;1.0;0.0;4002;2015;1;1;1;2;3;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;94041;1;1.0;1.0;0.0;0.0
1991;1991;1.0;0.0;13383;2013;0;0;1;2;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;32248;1;0.0;20.0;0.0;0.0
1992;1992;1.0;0.0;265;2015;0;1;1;2;2;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;14327;2;0.0;0.0;0.0;0.0
1993;1993;1.0;0.0;6126;2013;0;0;1;2;4;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;06004;5;0.0;1.0;0.0;0.0
